Movida,FIAT,UNO,2018,27807,36160
Movida,FIAT,UNO,2017,28120,33960
Movida,FIAT,UNO,2017,19320,34690
Movida,FIAT,UNO,2017,30549,33960
Movida,FIAT,UNO,2017,29320,33960
Movida,FIAT,UNO,2017,34161,33960
Movida,FIAT,UNO,2018,26700,36160
Movida,FIAT,UNO,2017,28981,33960
Movida,FIAT,UNO,2018,23896,36760
Movida,FIAT,UNO,2018,24727,36760
Movida,FIAT,UNO,2017,29403,33960
Movida,FIAT,UNO,2017,32983,33960
Movida,FIAT,UNO,2017,38136,32890
Movida,FIAT,UNO,2017,38730,32890
Movida,FIAT,UNO,2017,21959,34690
Movida,FIAT,UNO,2018,29876,36160
Movida,FIAT,UNO,2018,31940,36160
Movida,FIAT,UNO,2018,33015,36160
Movida,FIAT,UNO,2018,35981,34730
Movida,FIAT,UNO,2018,32147,36160
Movida,FIAT,UNO,2018,21286,36760
Movida,FIAT,UNO,2017,34776,33960
Movida,FIAT,UNO,2017,31150,33960
Movida,FIAT,UNO,2018,25231,36160
Movida,FIAT,UNO,2017,29351,33960
Movida,FIAT,UNO,2018,22504,36760
Movida,FIAT,UNO,2017,28610,33960
Movida,FIAT,UNO,2017,25688,33960
Movida,FIAT,UNO,2018,23991,36760
Movida,FIAT,UNO,2017,26182,33960
Movida,FIAT,UNO,2017,29518,33960
Movida,FIAT,UNO,2017,32116,33960
Movida,FIAT,UNO,2017,30764,33960
Movida,FIAT,UNO,2017,30746,33960
Movida,FIAT,UNO,2017,33264,33960
Movida,FIAT,UNO,2017,35102,32890
Movida,FIAT,UNO,2017,30952,33960
Movida,FIAT,UNO,2017,27160,33960
Movida,FIAT,UNO,2018,25016,36160
Movida,FIAT,UNO,2017,33899,33960
Movida,FIAT,UNO,2017,26499,33960
Movida,FIAT,UNO,2017,17969,34690
Movida,FIAT,UNO,2017,30491,33960
Movida,FIAT,UNO,2017,34345,33960
Movida,FIAT,UNO,2018,32426,36160
Movida,FIAT,UNO,2017,29192,33960
Movida,FIAT,UNO,2017,32262,33960
Movida,FIAT,UNO,2017,36486,32890
Movida,FIAT,UNO,2017,36466,32890
Movida,FIAT,UNO,2017,29248,33960
Movida,FIAT,UNO,2017,42586,32890
Movida,FIAT,UNO,2017,41399,32890
Movida,FIAT,UNO,2017,25746,33960
Movida,FIAT,UNO,2017,25669,33960
Movida,FIAT,UNO,2018,27047,36160
Movida,FIAT,UNO,2017,23315,34690
Movida,FIAT,UNO,2017,27912,33960
Movida,FIAT,UNO,2017,25443,33960
Movida,FIAT,UNO,2017,31276,33960
Movida,FIAT,UNO,2017,21405,34690
Movida,FIAT,UNO,2017,27452,33960
Movida,FIAT,UNO,2017,34713,33960
Movida,FIAT,UNO,2017,29275,33960
Movida,FIAT,UNO,2017,32476,33960
Movida,FIAT,UNO,2017,37437,32890
Movida,FIAT,UNO,2017,27814,33960
Movida,FIAT,UNO,2017,34331,33960
Movida,FIAT,UNO,2018,21387,36760
Movida,FIAT,UNO,2018,20699,36760
Movida,FIAT,UNO,2018,28032,36160
Movida,FIAT,UNO,2017,33442,33960
Movida,FIAT,UNO,2018,30381,36160
Movida,FIAT,UNO,2018,19868,36760
Movida,FIAT,UNO,2017,31671,33960
Movida,FIAT,UNO,2018,25391,36160
Movida,FIAT,UNO,2018,32911,36160
Movida,FIAT,UNO,2018,20139,36760
Movida,FIAT,UNO,2017,37369,32890
Movida,FIAT,UNO,2018,31047,36160
Movida,FIAT,UNO,2018,28275,36160
Movida,FIAT,UNO,2017,25140,33960
Movida,FIAT,UNO,2017,30684,33960
Movida,FIAT,UNO,2017,37003,32890
Movida,FIAT,UNO,2017,29267,33960
Movida,FIAT,UNO,2017,25010,33960
Movida,FIAT,UNO,2018,29550,36160
Movida,FIAT,UNO,2017,33070,33960
Movida,FIAT,UNO,2017,32063,33960
Movida,FIAT,UNO,2017,29756,33960
Movida,FIAT,UNO,2017,27211,33960
Movida,FIAT,UNO,2018,35019,34730
Movida,FIAT,UNO,2018,33037,36160
Movida,FIAT,UNO,2017,31476,33960
Movida,FIAT,UNO,2017,32575,33960
Movida,FIAT,UNO,2018,32103,36160
Movida,FIAT,UNO,2017,29957,33960
Movida,FIAT,UNO,2017,39584,32890
Movida,FIAT,UNO,2017,32803,33960
Movida,FIAT,UNO,2017,32876,33960
Movida,FIAT,UNO,2017,28256,33960
